0,97910
1,78931
2,19815
3,18675
4,11166
5,109789
6,80966
7,80813
8,80950
9,81225
10,82725
11,83103
12,81028
13,58956
14,63205
15,61600
16,61343
17,62710
18,63799
19,62518
20,61273
21,17580
22,17407
23,11574
24,11170
25,10602
26,11030
27,58034
28,57912
29,58422
30,11528
31,53048
32,10736
33,9452
34,10682
35,8696
36,8946
37,58074
38,57324
39,53786
40,60440
41,10532
42,9574
43,10588
44,8558
45,10892
46,8850
47,10572
48,8510
49,10712
50,8642
51,10424
52,8530
53,10636
54,8714
55,9324
56,8766
57,8468
58,8682
59,8496
60,8590
61,8688
62,8866
63,8740
64,9002
65,8688
66,8542
67,8676
68,8674
69,8592
70,8686
71,9052
72,65066
73,8668
74,8790
75,8824
76,8666
77,8712
78,8978
79,8832
80,8598
81,8708
82,8846
83,60600
84,12114
85,52750
86,61954
87,63462
88,59532
89,9734
90,63298
91,8694
92,9500
93,8834
94,8816
95,8610
96,8624
97,8878
98,8440
99,8810
100,8436
101,8530
102,8680
103,8670
104,8660
105,8606
106,8728
107,8618
108,8552
109,8726
110,9084
111,8734
112,8548
113,8634
114,8568
115,8682
116,8728
117,8614
118,69008
119,62804
120,60674
121,62562
122,9146
123,8854
124,8614
125,8878
126,8550
127,8686
128,8538
129,9002
130,10798
131,9326
132,8838
133,8758
134,8638
135,8594
136,8590
137,8598
138,8666
139,8722
140,8622
141,8634
142,8762
143,8658
144,8842
145,8766
146,8494
147,8878
148,8482
149,8682
150,8930
151,8866
152,8810
153,8766
154,8522
155,8706
156,8558
157,8850
158,8818
159,8682
160,8894
161,8630
162,8742
163,8674
164,8794
165,8714
166,8814
167,72524
168,63146
169,8772
170,9408
171,8928
172,8704
173,8744
174,8716
175,8760
176,8468
177,8592
178,8708
179,10908
180,8636
181,11640
182,8592
183,10646
184,8780
185,9122
186,8752
187,8526
188,8868
189,8894
190,8528
191,8646
192,8804
193,8778
194,8500
195,8730
196,8676
197,8662
198,8820
199,8626
200,8656
201,8518
202,8604
203,8626
204,8476
205,8730
206,8432
207,8826
208,8568
209,8814
210,8332
211,8606
212,8440
213,8718
214,8768
215,8542
216,8636
217,8606
218,8760
219,8874
220,8588
221,8670
222,8408
223,8878
224,8632
225,8758
226,8704
227,8742
228,57914
229,11500
230,8728
231,10464
232,8424
233,10694
234,8680
235,9082
236,8844
237,8614
238,8944
239,8786
240,8640
241,8622
242,8352
243,8838
244,8572
245,8686
246,8720
247,8606
248,8748
249,8906
250,8388
251,8814
252,8416
253,8882
254,8716
255,8818
256,8732
257,8790
258,8632
259,8698
260,8804
261,8898
262,8664
263,8746
264,8712
265,8750
266,8700
267,8778
268,8564
269,8630
270,8836
271,8758
272,8420
273,8610
274,8436
275,8598
276,8600
277,10000
278,8728
279,11530
280,8552
281,10748
282,8804
283,9752
284,8364
285,8656
286,8652
287,8596
288,8516
289,8580
290,8492
291,8648
292,8596
293,8808
294,8404
295,8812
296,8600
297,8752
298,8596
299,8640
300,8464
301,8696
302,8620
303,8552
304,8468
305,8580
306,8592
307,8768
308,8612
309,8856
310,8592
311,8668
312,8520
313,8880
314,8764
315,8804
316,8724
317,8840
318,8576
319,9064
320,8708
321,8668
322,8640
323,8696
324,8748
325,8692
326,9824
327,9768
328,8492
329,8868
330,8552
331,8716
332,8608
333,8828
334,8580
335,9148
336,8664
337,8752
338,8540
339,8604
340,8700
341,8564
342,8736
343,8648
344,8612
345,8816
346,8620
347,8856
348,8716
349,8956
350,8784
351,8688
352,8608
353,8696
354,8848
355,8692
356,8588
357,8640
358,8896
359,8872
360,8652
361,8740
362,8548
363,8648
364,8556
365,8644
366,8764
367,8748
368,8784
369,8724
370,8604
371,8812
372,8652
373,8672
374,8804
375,11090
376,8556
377,11438
378,8691
379,10442
380,8575
381,10564
382,8679
383,9576
384,8583
385,8560
386,8427
387,8660
388,8259
389,8824
390,8559
391,8624
392,8539
393,8836
394,8547
395,8904
396,8655
397,8820
398,8791
399,8924
400,8627
401,8664
402,8527
403,8824
404,8587
405,8560
406,8579
407,8632
408,8503
409,8748
410,8363
411,8752
412,8723
413,8940
414,8639
415,8960
416,8499
417,8932
418,8387
419,8768
420,8523
421,8820
422,8811
423,8552
424,16248
425,11811
426,10144
427,10063
428,9524
429,9523
430,9528
431,9467
432,9568
433,9787
434,9180
435,9603
436,9440
437,9423
438,9776
439,9651
440,9280
441,9559
442,9520
443,9311
444,9440
445,9555
446,9588
447,9755
448,9420
449,9567
450,9440
451,9567
452,9568
453,9503
454,9520
455,9939
456,9332
457,9407
458,9424
459,9727
460,9724
461,9603
462,9740
463,9735
464,9632
465,9491
466,9572
467,9355
468,9584
469,9715
470,9720
471,9683
472,9468
473,9447
474,79471
475,19384
476,10591
477,11949
478,9559
479,9753
480,9459
481,9469
482,9547
483,9565
484,9523
485,9449
486,9755
487,9493
488,9495
489,9401
490,9535
491,9321
492,9439
493,9537
494,9519
495,9297
496,9399
497,9649
498,9459
499,9469
500,9775
501,9589
502,9475
503,9545
504,9459
505,9473
506,9443
507,9593
508,9343
509,9461
510,9459
511,9501
512,11217
513,9473
514,10061
515,9789
516,9345
517,9473
518,9721
519,9357
520,9437
521,9533
522,9345
523,10989
524,75621
525,9613
526,10437
527,9361
528,11385
529,9405
530,11599
531,9445
532,9879
533,9529
534,9491
535,9293
536,9523
537,9529
538,12013
539,11725
540,55193
541,9653
542,10573
543,9553
544,9725
545,9577
546,9497
547,9501
548,9585
549,9513
550,9421
551,9469
552,9449
553,9685
554,9705
555,9573
556,9329
557,9389
558,11267
559,9633
560,8861
561,51577
562,9533
563,9943
564,9417
565,9515
566,9433
567,9531
568,9385
569,9503
570,9373
571,9387
572,13577
573,12011
574,60391
575,10007
576,11295
577,9347
578,9563
579,9655
580,9691
581,9643
582,9499
583,9855
584,9467
585,9867
586,9599
587,9727
588,9259
589,9703
590,9459
591,9795
592,9579
593,9459
594,9487
595,9575
596,9363
597,9615
598,9383
599,9567
600,9587
601,9503
602,9487
603,9639
604,9583
605,9455
606,9663
607,9555
608,9355
609,9095
610,52579
611,9715
612,10191
613,9567
614,9619
615,9287
616,9423
617,9563
618,9447
619,9575
620,9559
621,44323
622,79461
623,9731
624,12485
625,9371
626,9609
627,9403
628,9533
629,9639
630,9661
631,9575
632,9461
633,9675
634,9349
635,9311
636,9529
637,9587
638,9689
639,9279
640,9621
641,9579
642,9397
643,9463
644,9541
645,9587
646,9289
647,9451
648,9593
649,9475
650,9565
651,9515
652,9509
653,9395
654,9605
655,9531
656,9485
657,9467
658,9469
659,9519
660,9481
661,9643
662,9737
663,9599
664,9621
665,9647
666,9401
667,9467
668,9729
669,9443
670,9661
671,10559
672,80739
673,11392
674,12301
675,11118
676,11449
677,11334
678,10469
679,10014
680,9521
681,9694
682,9613
683,9450
684,9445
685,9646
686,9561
687,9526
688,9513
689,9482
690,9657
691,9622
692,9721
693,9494
694,9517
695,9874
696,9613
697,9430
698,9353
699,9554
700,9373
701,9586
702,9713
703,9578
704,9557
705,9422
706,9437
707,9718
708,9497
709,9458
710,11461
711,9174
712,10013
713,9574
714,9541
715,9446
716,9537
717,9558
718,9845
719,9622
720,19751
721,58024
722,11399
723,56380
724,9875
725,10140
726,9883
727,9692
728,9583
729,9616
730,9627
731,9424
732,9399
733,9304
734,9647
735,9372
736,9567
737,9388
738,9327
739,9608
740,9407
741,9500
742,9623
743,9312
744,9451
745,9440
746,9447
747,9288
748,9535
749,9252
750,9403
751,9332
752,9675
753,9364
754,9559
755,9436
756,9027
757,54104
758,9243
759,53122
760,9203
761,9878
762,9387
763,9538
764,9615
765,9410
766,9487
767,9262
768,9639
769,10798
770,10143
771,9610
772,9559
773,9446
774,9515
775,9182
776,9423
777,9454
778,9619
779,9430
780,9311
781,9366
782,9603
783,9334
784,9151
785,9494
786,9495
787,9442
788,9263
789,9494
790,9531
791,9490
792,9299
793,9406
794,9415
795,9558
796,9483
797,9534
798,9415
799,9238
800,9411
801,9346
802,9139
803,9302
804,9447
805,9402
806,9303
807,9490
808,9403
809,9338
810,9419
811,9286
812,9391
813,9454
814,9571
815,9634
816,9359
817,9438
818,11671
819,54711
820,11415
821,10111
822,11621
823,9447
824,9485
825,9295
826,9413
827,9615
828,9465
829,9487
830,9461
831,9259
832,9393
833,9359
834,9225
835,9371
836,9489
837,9419
838,9501
839,9379
840,9513
841,9591
842,9429
843,9411
844,9489
845,9339
846,9413
847,9519
848,9253
849,9419
850,9421
851,9267
852,9369
853,9467
854,9653
855,9555
856,9561
857,9423
858,9337
859,9611
860,9457
861,9543
862,9413
863,9531
864,9369
865,9371
866,9297
867,9579
868,63204
869,13299
870,9724
871,11363
872,9248
873,11515
874,9284
875,9967
876,9428
877,9487
878,9376
879,9231
880,9476
881,9291
882,9320
883,9315
884,9460
885,9443
886,9412
887,9179
888,9396
889,9495
890,9384
891,9459
892,9252
893,9279
894,9488
895,9187
896,9308
897,9511
898,9452
899,9303
900,9504
901,9415
902,9432
903,9431
904,9632
905,8827
906,51600
907,9291
908,10244
909,9503
910,9336
911,9279
912,9504
913,9375
914,9472
915,9319
916,9444
917,13808
918,54708
919,9891
920,10336
921,9599
922,9368
923,9411
924,9280
925,9247
926,9332
927,9219
928,9504
929,9331
930,9340
931,9283
932,9336
933,9387
934,9456
935,9359
936,9568
937,9435
938,9620
939,9347
940,9316
941,9175
942,9596
943,9359
944,9348
945,9167
946,9436
947,9403
948,9448
949,9287
950,9512
951,9415
952,9548
953,9251
954,9420
955,9171
956,9544
957,9303
958,9580
959,9363
960,9488
961,9215
962,9472
963,9379
964,9384
965,9635
966,9540
967,71479
968,57444
969,9775
970,10284
971,9311
972,9472
973,9599
974,9692
975,9487
976,9400
977,9459
978,9540
979,9407
980,9652
981,9383
982,9544
983,9243
984,9580
985,9663
986,9488
987,9203
988,9304
989,9431
990,9532
991,9283
992,9252
993,9479
994,9588
995,9387
996,9480
997,9423
998,9484
999,9139
